Sr_No,Location_Coordinates,Hospital_Name,Address_Original_First_Line,State,District,Pincode,Telephone,Website
28871,,Metro Hospital and Research Centre,"H N Singh Chowk, Medical College Road",Uttar Pradesh,Gorakhpur,273001,0,0
28872,,Nandan Ent Clinic,Kasya Road - Near Cantt Chauraha 25 J Daudpur,Uttar Pradesh,Gorakhpur,273001,0,0
28873,,Nangalia Hospital,OppositeT.D.M. Alahadadpur,Uttar Pradesh,Gorakhpur,273001,0,0
28874,,National Rural Health Mission,Humayuna Chauraha Kuyshinagar,Uttar Pradesh,Gorakhpur,273001,0,0
28875,,Nav Jyoti Eye Hospital and Laser Centre,"9C, Civil Lines",Uttar Pradesh,Gorakhpur,273001,0,0
28876,,Netra Nidan Eye Hospital,Near M G Inter College,Uttar Pradesh,Gorakhpur,273001,0,0
28877,,Om Sai Nath Child Care Centre,Near Patna Crossing Barhalanj,Uttar Pradesh,Gorakhpur,273001,0,0
28878,,Panmati Clinic,Taramandal Road,Uttar Pradesh,Gorakhpur,273001,0,0
28879,,Pragati Maturity Home and Surgical Clinic,"Pipal Dada(Kasia Road), Kunraghat Tiraha",Uttar Pradesh,Gorakhpur,273001,0,0
28880,,Pragya Hospital,"33,Kasya Road,Civil Line",Uttar Pradesh,Gorakhpur,273001,0,0
28881,,Prayas Children Hospital and Maternity Home,"Near M . B Motors (Bholajipuram )Medical College Road, Basharatpur",Uttar Pradesh,Gorakhpur,273001,0,0
28882,,Presidency Hospital,"9, Civil Lines, Cantt Crossing, Opposite Allahabad Bank",Uttar Pradesh,Gorakhpur,273001,0,0
28883,,Prince Healthcare and Diagnostic Center,"Medical Collage Road, Chargawan",Uttar Pradesh,Gorakhpur,273001,0,0
28884,,R. K. Emergency Medical Centre,"Dr. R. K. Singh Lane, Sumer Nagar, ,Near Raj Cinema",Uttar Pradesh,Gorakhpur,273001,0,0
28885,,Raj Eye Hospital,"Kalepur, Chhatra Sangh Chauraha",Uttar Pradesh,Gorakhpur,273001,0,0
28886,,Raj Nursing Home,Durgabari Road,Uttar Pradesh,Gorakhpur,273001,0,0
28887,,Ram Janani Hospital,"33, Kasaya Road, Betiyata",Uttar Pradesh,Gorakhpur,273001,0,0
28888,,Ramaniwas Medical and Research Centre,Bankata (Anandnagar),Uttar Pradesh,Gorakhpur,273001,0,0
28889,,Rana Hospital Pvt. Ltd,"Rail Vihar, Medical College Road, Chargawan",Uttar Pradesh,Gorakhpur,273001,0,0
28890,,Rapti Mother and Child Speciality Hospital,"Rapti Nagar Phase 2, Near Sethi Flour Mill,Chargawan",Uttar Pradesh,Gorakhpur,273001,0,0
28891,,Richie Eye and Maternity Clinic,"28, A, Buddha Vihar Deoria By Pass Road, Taramandal",Uttar Pradesh,Gorakhpur,273001,0,0
28892,,San Medicare Hospital,"Turkmanpur, Gorakhpur Nearsultankhanmasjid",Uttar Pradesh,Gorakhpur,273001,0,0
28893,,Sanjay Fracture Clinic and Maternity Centre,"Between Rustampur Dhala & Pal Mandi, National Highway Road",Uttar Pradesh,Gorakhpur,273001,0,0
28894,,Sanjeevani Hospital,"Opposite Sitapur Eye Hospital,Park Road,Civil Lines",Uttar Pradesh,Gorakhpur,273001,0,0
28895,,Sardar Patel Clinic,"Kachehari Bus Stand,Near University Chhatra Sangh Bhawan,Civil Lines",Uttar Pradesh,Gorakhpur,273001,0,0
28896,,Satau Hospital and Maternity Centre,Bank Road,Uttar Pradesh,Gorakhpur,273001,0,0
28897,,Satya Nursing Home and Maternity Centre,"Shanti Complex,Student Unit Chok",Uttar Pradesh,Gorakhpur,273001,0,0
28898,,Satyam Nursing Home,Bichhiya Camp P.A.C,Uttar Pradesh,Gorakhpur,273001,0,0
28899,,Savitri Sewashram,Dilezakpur,Uttar Pradesh,Gorakhpur,273001,0,0
28900,,Sewak Mediassist,Daudpur,Uttar Pradesh,Gorakhpur,273001,0,0
28901,,Sheetala Care Centre,"Opp Kali Mandir,Golghar",Uttar Pradesh,Gorakhpur,273001,0,0
28902,,Shiv Netralaya and Child Care Centre,"Near Gorakhnath Overbridge (East End), Tilak Marriage House Road, In Front Of Rly Line",Uttar Pradesh,Gorakhpur,273001,0,0
28903,,Shri Vinayak Nursing Home,"Jail Road,Gita Vatika",Uttar Pradesh,Gorakhpur,273001,0,0
28904,,Somil Afreen Heart Centre,Abu Bazar-,Uttar Pradesh,Gorakhpur,273001,0,0
28905,,Sri Krishna Hospital and Urology Centre,Opposite D.I.G. Bunglow- Bilandpur,Uttar Pradesh,Gorakhpur,273001,0,0
28906,,Sri Ram Janaki Netralaya,"33, Kasya Road, Patthar Kothi, Betiahata",Uttar Pradesh,Gorakhpur,273001,0,0
28907,,Sri Sai Netralaya,Bhati Complex Near Chandra Oetrol Pump Rajendra Nagar Sonali Road,Uttar Pradesh,Gorakhpur,273001,0,0
28908,,Star Hospital Pvt Ltd,Vindhayvasini Nagar Bank Road Vindhayvasini Nagar,Uttar Pradesh,Gorakhpur,273001,0,0
28909,,Surajkund Mahila Hospital,"B-56, Surajkund Colony,Near Prachin Sati Mandir",Uttar Pradesh,Gorakhpur,273001,0,0
28910,,Timenear Hospital,Mohhdipur,Uttar Pradesh,Gorakhpur,273001,0,0
28911,,Uday Medical Centre,"Gandhi Gali,Golghar",Uttar Pradesh,Gorakhpur,273001,0,0
28912,,Urmila Hospital and Trauma Center,"Cinema Road, Khoa Gali Golghar",Uttar Pradesh,Gorakhpur,273001,0,0
28913,,Zohra Hospital,Barhalganj,Uttar Pradesh,Gorakhpur,273001,0,0
28914,,Agrawal Orthopaedic Hospital,Jubilee Road,Uttar Pradesh,Gorakhpur,273002,0,0
28915,,Aryan Hospital,"Nahar Road, Daudpur",Uttar Pradesh,Gorakhpur,273002,0,0
28916,,Bharti Hospital,"Gandhi Nagar, Golghar",Uttar Pradesh,Gorakhpur,273002,0,0
28917,,Dularee Nursing Home,"Dig Bunglow, Bilandpur",Uttar Pradesh,Gorakhpur,273002,0,0
28918,,Netaji Subhash Chandra Bose District Hospital,,Uttar Pradesh,Gorakhpur,273002,0,0
28919,,Life Line Nursing Home,"Medical College Road, Bharatpur",Uttar Pradesh,Gorakhpur,273003,0,0
28920,,Rama Fracture Clinic and Nursing Home,"In Front Of Sport College, By- Pass Road, Ganesh Puram",Uttar Pradesh,Gorakhpur,273003,0,0
28921,,Smita Nursing Home,P.O. Arogya Mandir,Uttar Pradesh,Gorakhpur,273003,0,0
28922,,Sri Vinayak Nursing Home,"Jail Road,Near Geeta Vatika, Shahpur",Uttar Pradesh,Gorakhpur,273007,0,0
28923,,Dr Tewaris Clinic For Women and Maternity Home,"Rajendra Nagar (E),Gorakhnath",Uttar Pradesh,Gorakhpur,273008,0,0
28924,,Gorakpur Nursing Home,"Kasia Road, Bilandpur",Uttar Pradesh,Gorakhpur,273008,0,0
28925,,Mrityunjay Neuro-Ortho-Spinal-Trauma-Rehab-Maternity Centre,"Opposite Grd Gate, Kudaghat",Uttar Pradesh,Gorakhpur,273008,0,0
28926,,L.N. Mishra Central Hospital,N.E. Railway,Uttar Pradesh,Gorakhpur,273009,0,0
28927,,Accidental Care Hospital Pvt. Ltd.,Railway Station Road,Uttar Pradesh,Gorakhpur,273012,0,0
28928,,Dr. S K Sharma Eye Clinic,"Hanuman Mandir Road, Betia Hata",Uttar Pradesh,Gorakhpur,273012,0,0
28929,,Railway Hospital,Kawwa Bagh,Uttar Pradesh,Gorakhpur,273012,0,0
28930,,Shambhavi Hospit,Bismil Park Road,Uttar Pradesh,Gorakhpur,273012,0,0
28931,,Gautam Maternity Home,Alinagar Tarang Talkies Road,Uttar Pradesh,Gorakhpur,273013,0,0
28932,,Aanandlok Remedial Research Centre Pvt Ltd,"Nathmalpur, Nh-29, Sonauli Road,Gorakhnath,Near Gorakhnath Temple",Uttar Pradesh,Gorakhpur,273015,0,0
28933,,Am Nursing Home,Gorakhnath Gorakhnath Gorakhnath,Uttar Pradesh,Gorakhpur,273015,0,0
28934,,Anand Lok Hospital,"Nathmalpur, Near Gorakhnath Mandir, Sonouli Road, Gorakhpur Gorakhnath Mandir",Uttar Pradesh,Gorakhpur,273015,0,0
28935,,Jp Hospital,Humayu Nagar,Uttar Pradesh,Gorakhpur,273015,0,0
28936,,Chc Campiyarganj,Campierganj,Uttar Pradesh,Gorakhpur,273158,0,0
28937,,Chc Chaurichora,Sardarnagar Chaurichora,Uttar Pradesh,Gorakhpur,273201,0,0
28938,,Chc Harnadhi,"Harnadhi Khajni ,Chaurichora",Uttar Pradesh,Gorakhpur,273212,0,0
28939,,Dr. Someye Care Centre,"Behind Dr. Kapoor Nursing Home, 33, Kasia Road",Uttar Pradesh,Gorakhpur,273306,0,0
28940,,Chc Bansgaon,Baansganj,Uttar Pradesh,Gorakhpur,273403,0,0
28941,,Chc Pali,Pali,Uttar Pradesh,Gorakhpur,273403,0,0
28942,,Janta Medicare,"Kui Bazar,Sikriganj,Block-Belghat",Uttar Pradesh,Gorakhpur,273404,0,0
28943,,Alok Nursing Home,Meherpuri Main Jail Road,Uttar Pradesh,Hamirpur,210301,0,0
28944,,Dr.Shailendr Kumar Sevashram Nursing Home,Sevashram Nursing Home Near Yamuna Bridge,Uttar Pradesh,Hamirpur,210301,0,0
28945,,Chc Charkhari,Charkhari,Uttar Pradesh,Hamirpur,210421,0,0
28946,,Dwh Mahoba,Mahoba,Uttar Pradesh,Hamirpur,210427,0,0
28947,,Ganga Nursing Home,"Gandhi Nagar, Gandhi Nagar",Uttar Pradesh,Hamirpur,210427,0,0
28948,,Manas Poly Clinic,Udal Chowk Mahoba,Uttar Pradesh,Hamirpur,210427,0,0
28949,,Brahmanand Nursing Home,"Ranigate Podar,Rath",Uttar Pradesh,Hamirpur,210431,0,0
28950,,Chc Raath,Raath,Uttar Pradesh,Hamirpur,210431,0,0
28951,,Chc Sarila,Sareela,Uttar Pradesh,Hamirpur,210432,0,0
28952,,Chc Bewar,Bewar,Uttar Pradesh,Hamirpur,210501,0,0
28953,,Chc Kurara,Kurara,Uttar Pradesh,Hamirpur,210505,0,0
28954,,Balaji Hospital,Balaji Hospital Civil Lines,Uttar Pradesh,Hardoi,241001,0,0
28955,,Dr. B. D. Kapoor Memorial Hospital,"Bal Mahila Chikitsalya, Hardoi Road, Sitapur",Uttar Pradesh,Hardoi,241001,0,0
28956,,Fracture Clinic,442/2 Lucknow Road,Uttar Pradesh,Hardoi,241001,0,0
28957,,Hardoi Nursing Home,Hardeo Gunj Hardeo Gunj,Uttar Pradesh,Hardoi,241001,0,0
28958,,Katiyar Nursing Home,Dharm Shala Road Dharm Shala Road,Uttar Pradesh,Hardoi,241001,0,0
28959,,Kunti Nursing Home,Railway Gunj,Uttar Pradesh,Hardoi,241001,0,0
28960,,Nirmala Nursing Home,Railway Gunj,Uttar Pradesh,Hardoi,241001,0,0
28961,,Emergency Nursing Home,"Pali Road, Shahabad",Uttar Pradesh,Hardoi,241124,0,0
28962,,Singh Nursing Home,"Lucknow Road,Balamau",Uttar Pradesh,Hardoi,241126,0,0
28963,,Chc Sandila,Sandila,Uttar Pradesh,Hardoi,241204,0,0
28964,,Anal Hospital,"Naya Ganj , Sikandra Road",Uttar Pradesh,Hathras,204101,0,0
28965,,Gautam Eye Hospital,Palika Bazar Opp Bagla Hospital Aligarh Road,Uttar Pradesh,Hathras,204101,0,0
28966,,Gulati Surgical and Maternity Nursing Home,Near Head Post Office,Uttar Pradesh,Hathras,204101,0,0
28967,,Jha Nursing Home,Madhugarhi Hathras,Uttar Pradesh,Hathras,204101,0,0
28968,,Khurana Hospital,"Infront Of Varshney Nursing Home , Talab Chauraha",Uttar Pradesh,Hathras,204101,0,0
28969,,Sahani Nursing Home,"Qula Gate, Near Jama Majshid, Hatras",Uttar Pradesh,Hathras,204101,0,0
28970,,Shiv Hospital And Trauma Centre,Agra-Aligarh Marg,Uttar Pradesh,Hathras,204101,0,0
28971,,Chc Sahpau,Sahpau,Uttar Pradesh,Hathras,281307,0,0
28972,,Bharti Hospital,"In Front of State Bank of India, Sikandra Rao",Uttar Pradesh,Hathras,204215,0,www.bhartihospital.org
28973,,Chandra Nursing Home,"Raj Marg, Patel Nagar, Orai",Uttar Pradesh,Jalaun,285001,0,0
28974,,Chc Mauranipur,Mauranipur,Uttar Pradesh,Jalaun,285001,0,0
28975,,Radha Hospital,Mauranipur,Uttar Pradesh,Jalaun,285001,0,0
28976,,Rajaram Kalawati Hospital,"Ambedkar Chauraha , Raj Marg , Patel Nagar , Orai",Uttar Pradesh,Jalaun,285001,0,0
28977,,Chc Jalon,,Uttar Pradesh,Jalaun,285123,0,0
28978,,Navjyoti Nursing Home,"1144, Patel Nagar",Uttar Pradesh,Jalaun,285125,0,0
28979,,Chc Madhogarh,"Madhogarh, District  Jalaun - Orai",Uttar Pradesh,Jalaun,285126,0,0
28980,,Chc Kalpi,"Kalpi ,Mahewa",Uttar Pradesh,Jalaun,285204,0,0
28981,,Shri Narayan Netralaya,"By Pass Road,Behind Thakkar Bapa School,Kalpi",Uttar Pradesh,Jalaun,285204,0,0
28982,,Awadh Clinic,"Jawahar Nagar, Konch",Uttar Pradesh,Jalaun,285205,0,0
28983,,Chc Konch,Konch,Uttar Pradesh,Jalaun,285205,0,0
28984,,G.B. Hospital,"Jawahar Nagar, Konch, Orai",Uttar Pradesh,Jalaun,285205,0,0
28985,,Chc Nadigaon,"Nadigaon, District  Jalaun - Orai",Uttar Pradesh,Jalaun,285206,0,0
28986,,Ashadeep Hospital and Heart-Chest Research Center - Rsby,"45, Ahiyapur Turn, Sadar",Uttar Pradesh,Jaunpur,222001,0,0
28987,,J D Memorial Narsingh Home,"Shuthati Bazar,Station Road, Mardanpur,Near Bazar Branch",Uttar Pradesh,Jaunpur,222001,0,0
28988,,Kumar Surgical and Maternity Nursing Home,Manik Chowk,Uttar Pradesh,Jaunpur,222001,0,0
28989,,Kunwar Das Sewashram Nursing Home,"702, Vishesharpur P Sheetala Chaukiya,Azamgarh Road",Uttar Pradesh,Jaunpur,222001,0,0
28990,,Lata Medical Center,Polytechnic Chauraha,Uttar Pradesh,Jaunpur,222001,0,0
28991,,Laxmi Health Care and Hospital - Rsby,Kuttupur (Khanpur),Uttar Pradesh,Jaunpur,222001,0,0
28992,,Narayan Nursing Home and Research Centre,"Opposite Hotel River View, Balua Ghat",Uttar Pradesh,Jaunpur,222001,0,0
28993,,Parth Hospital,Polytehnic Chauraha Polytehnic Chauraha,Uttar Pradesh,Jaunpur,222001,0,0
28994,,Shankar Eye Hospital,"Polytechnic Chauraha, Ruhatta",Uttar Pradesh,Jaunpur,222001,0,0
28995,,Sunita Hospital - Rsby,"Shri Krishnapuram, Nai Ganj, Jaunpur Naiganj",Uttar Pradesh,Jaunpur,222001,0,0
28996,,Tanya Hospital and Research Center,Faizbagh,Uttar Pradesh,Jaunpur,222001,0,0
28997,,Welcome Polyclinic and Dignostic Center,"House No 61,Station Road",Uttar Pradesh,Jaunpur,222001,0,0
28998,,Aala Hospital,"Wajidpur, Jaunpur Near Jaycees Crossing",Uttar Pradesh,Jaunpur,222002,0,0
28999,,Aashirwad Hospital And Research Centre,"Polythecnic Chorah, Varanasi Road (Krishi Bhawan Ke Samne )",Uttar Pradesh,Jaunpur,222002,0,0
29000,,Apex Eye Hospital - Rsby,Polytechnik Crossing,Uttar Pradesh,Jaunpur,222002,0,0
29001,,Harshit Medical Centre Pvt Ltd,"(Navjeevan Hospital), Wajidpur Tiraha",Uttar Pradesh,Jaunpur,222002,0,0
29002,,Isha Hosital,"Mariyahu Padao, Umarpur, Habadhanpur",Uttar Pradesh,Jaunpur,222002,0,0
29003,,J P Memorial Hospital,"Laxmi Complex, Jaycess Crossing, Azamgarh Road, Jaunpur Bus Station",Uttar Pradesh,Jaunpur,222002,0,0
29004,,Jairaji Nurshing Home,Macchhalisahar,Uttar Pradesh,Jaunpur,222002,0,0
29005,,Kalptaru Chikitsalya,Machhisahar Road,Uttar Pradesh,Jaunpur,222002,0,0
29006,,Kamla Hospital - Rsby,"Umarpur, Haribanohanpur",Uttar Pradesh,Jaunpur,222002,0,0
29007,,Krishna Heart Care and Maternity Home,Krishna Nagar Near Jaycees Chauraha,Uttar Pradesh,Jaunpur,222002,0,0
29008,,Life Line Hospital and Research Center,"Near Jaycees Chauraha, Jaunpur Near Roadways Bus Station",Uttar Pradesh,Jaunpur,222002,0,0
29009,,Maa Kripa Janseva Hospital - Rsby,"Bajrangnagar, Kerakat",Uttar Pradesh,Jaunpur,222002,0,0
29010,,Maa Tara Hospital,"Omarpur, Faijbag, Near Lic Building, Jaunpur Near Lic Main Branch",Uttar Pradesh,Jaunpur,222002,0,0
29011,,Samarpit Hospital - Rsby,"Tarapur, Badlapurparav",Uttar Pradesh,Jaunpur,222002,0,0
29012,,Sangeeta Nurshing Home,Line Bazar,Uttar Pradesh,Jaunpur,222002,0,0
29013,,Savitri Nurshing Home,"Kharka, Husainabad",Uttar Pradesh,Jaunpur,222002,0,0
29014,,Shraddha Hospital,"Wazidpur Tiraha, Varun Hotel Ke Samne, Jounpur",Uttar Pradesh,Jaunpur,222002,0,0
29015,,Shri Krishna Chikitsalaya,"H-1, Sida, Sathariya, Machhalisahar",Uttar Pradesh,Jaunpur,222002,0,0
29016,,Siddharth Multi Speciality Hospital Science and Research Center - Rsby,"Sundernaar, Umarpur, Haribandhanpur",Uttar Pradesh,Jaunpur,222002,0,0
29017,,Vijay Laxmi Nursing Home And Maternity Center,"760 I - T.P. Hospital Road, Matapur, Kachahari Sadar",Uttar Pradesh,Jaunpur,222002,0,0
29018,,Arogyaneer Diagnostic Clinic - Rsby,"Chandwak, Kerakat",Uttar Pradesh,Jaunpur,222129,0,0
29019,,Manglam Hospital,"Seuar, Mariyahu",Uttar Pradesh,Jaunpur,222129,0,0
29020,,Shubham Nursing Home - Rsby,"Ghazipur Road, Chandwak, Kerakat",Uttar Pradesh,Jaunpur,222129,0,0
29021,,Maurya Nursing Home,"Saraibeeru Kerakat, Jaunpur Block Road, Near Telephone Exchange",Uttar Pradesh,Jaunpur,222135,0,0
29022,,Shivam Poly Clinic - Rsby,"Trilochan Mahadev, Jalalpur",Uttar Pradesh,Jaunpur,222136,0,0
29023,,Srijan Polyclinic and Maternity Center - Rsby,Shahganj,Uttar Pradesh,Jaunpur,222139,0,0
29024,,Chc Kerrakot,Kerakat,Uttar Pradesh,Jaunpur,222142,0,0
29025,,Dhiraji Hospital,Saraibiru Kerakat,Uttar Pradesh,Jaunpur,222142,0,0
29026,,Life Line Nursing Home,"Saraibeeru Chauraha, Kerakat, Jaunpur Near Pahlwan Baba Mandir",Uttar Pradesh,Jaunpur,222142,0,0
29027,,Yash Nursing Home and Maternity Home,"Station Road, Kerakat, Jaunpur, In Front Of Laxmi Cold Storage",Uttar Pradesh,Jaunpur,222142,0,0
29028,,Chc Machalisahar,Machlisahar,Uttar Pradesh,Jaunpur,222143,0,0
29029,,Chc Sujanganj,Suzanganj,Uttar Pradesh,Jaunpur,222143,0,0
29030,,Jairajee Nursing Home - Rsby,"Baraipar Road, Poora Nandlal Machhalishahar",Uttar Pradesh,Jaunpur,222143,0,0
29031,,Chc Barsathi,Barsathi,Uttar Pradesh,Jaunpur,222162,0,0
29032,,Chc Muftiganj,Muftiganj,Uttar Pradesh,Jaunpur,222170,0,0
29033,,Chc Mugrabadsahpur,Mungrabadsahpur,Uttar Pradesh,Jaunpur,222202,0,0
29034,,Shyama Krishna Hospital,"18 , Machalishahar Road",Uttar Pradesh,Jaunpur,222202,0,0
29035,,Nirmal Nursing Home - Rsby,"Main Road, Rampur, Mariyahu",Uttar Pradesh,Jaunpur,222203,0,0
29036,,Prakash Seva Sadan Hospital - Rsby,"Kaseru Chowraha, Rampur",Uttar Pradesh,Jaunpur,222203,0,0
29037,,Smriti Nursing Home,Main Road Rampur,Uttar Pradesh,Jaunpur,222203,0,0
29038,,Chc Sahganj,Sodhi,Uttar Pradesh,Jaunpur,223101,0,0
29039,,R.K. Hospital and Trauma Research Centre,Shahganj,Uttar Pradesh,Jaunpur,223101,0,0
29040,,Sushila Devi Memorial Hospital - Rsby,Shahganj,Uttar Pradesh,Jaunpur,223101,0,0
29041,,Chc Suithakalan,Sewthakalan,Uttar Pradesh,Jaunpur,223105,0,0
29042,,Arogya Sadan Hospital,Avas Vikas Colony,Uttar Pradesh,Jhansi,284001,0,0
29043,,C. T. D M .M Home,Civil Lines,Uttar Pradesh,Jhansi,284001,0,0
29044,,City Hospital and Research Centre,Opposite M L B Medical College Gate No. 3 Kanpur Road,Uttar Pradesh,Jhansi,284001,0,0
29045,,Dr. Lohiya Eye Hospital,Kachari Chohraha,Uttar Pradesh,Jhansi,284001,0,0
29046,,Fabuli Purohit E.N.T. Hospital,"Gate No. 4, Opposite Medical College",Uttar Pradesh,Jhansi,284001,0,0
29047,,Gulati Eye Hospital and Medical Care Centre,"Mubarak Market , Sipri Bazar",Uttar Pradesh,Jhansi,284001,0,0
29048,,Happy Family Hospital,"Behind Sita Hotel,Civil Lines",Uttar Pradesh,Jhansi,284001,0,0
29049,,K Palaria Hospital,"Opposite No 2 , Medical College",Uttar Pradesh,Jhansi,284001,0,0
29050,,Kapoor Hospital,Elite-Allahabad Bank Road,Uttar Pradesh,Jhansi,284001,0,0
29051,,Laxman Seth Hospital and Research Center,"Medical College,Gat No-02,Kargunvanji Mandir",Uttar Pradesh,Jhansi,284001,0,0
29052,,Lrm Jain Hospital,Civil Lines Civil Lines,Uttar Pradesh,Jhansi,284001,0,0
29053,,Maa Sherawali Hospital India Pvt. Ltd.,"Near Bundelkhand University, Kanpur Road",Uttar Pradesh,Jhansi,284001,0,0
29054,,Manoj,Infront Rani Laxmi Bai Park,Uttar Pradesh,Jhansi,284001,0,0
29055,,Ram Sewak Kankane Hospital Pvt Ltd,Tahseel Road Tahseel Road,Uttar Pradesh,Jhansi,284001,0,0
29056,,Sanwal Hospital and Betwastone Clinic,Near Medical College,Uttar Pradesh,Jhansi,284001,0,0
29057,,Seth Shankar Multi Speciality Hospital Pvt Ltd.,"Infront Of -Medical College Gate  No "" 2/3, Kanpur Raod",Uttar Pradesh,Jhansi,284001,0,0
29058,,Shriji Hospital and Research Centre,"E/H 1-16A, Viranga Nagar, Kanpur Road",Uttar Pradesh,Jhansi,284001,0,0
29059,,Sudha Nursing Home and Maternity Home,Kanpur Road,Uttar Pradesh,Jhansi,284001,0,0
29060,,Vatsalya Children Hospital,"Karguva Mandir Road, In Front Of Medical College Gate No.2",Uttar Pradesh,Jhansi,284001,0,0
29061,,Vinayak Hospital,"Behind Yatrik Hotel , Elite -Allahabad Bank Road, Civil Lines",Uttar Pradesh,Jhansi,284001,0,0
29062,,Dr Jiyalal Memorial Hospital Pvt Ltd,OppositeMedical College Gate No.2,Uttar Pradesh,Jhansi,284002,0,0
29063,,Shree Bhagwan Mahaveer Arogya Bharti Charitable,"Infront Medical College, Gate No.-3, Kanpur Road",Uttar Pradesh,Jhansi,284003,0,0
29064,,Sri Guru Ram Dass Hospital,"423, Masiya Ganj",Uttar Pradesh,Jhansi,284003,0,0
29065,,St.Jude`S Hospital Medical Store,Sipri Bazar,Uttar Pradesh,Jhansi,284003,0,0
29066,,Jhansi Orthopedic Hospital,Sbi Bundelkhand University Kanpur Road,Uttar Pradesh,Jhansi,284128,0,0
29067,,Kamla Hospital,Opposite Mlb Medical College Kanpur Road,Uttar Pradesh,Jhansi,284128,0,0
29068,,Lifeline Hospital,"Kanpur Road, Near Bundelkhand University",Uttar Pradesh,Jhansi,284128,0,0
29069,,Paras Neuro Centre,"OppositeGate No.2, M.L.B. Medical College",Uttar Pradesh,Jhansi,284128,0,0
29070,,Smt. Meva Chaudhary Memorial Hospital,"Opposite Gate No. 2, Mlb Medical College Kanpur Road",Uttar Pradesh,Jhansi,284128,0,0
29071,,Sri Ram Research Centre,"Kaimasan Nagar , Kanpur Road",Uttar Pradesh,Jhansi,284128,0,0
29072,,Upchar Hospital and Research Centre (Ortho and Gynae),"Infront Of Bundelkhand University, Gate No. 2,Karmasan Nagar",Uttar Pradesh,Jhansi,284128,0,0
29073,,Chc Babina,Babina,Uttar Pradesh,Jhansi,284401,0,0
29074,,Chc Mahrauni,Mahrauni,Uttar Pradesh,Jhansi,284405,0,0
29075,,Chc Mahroni,Lalitpur,Uttar Pradesh,Jhansi,284405,0,0
29076,,Chc Kannoj,,Uttar Pradesh,Kannauj,209725,0,0
29077,,Sakchi Hospital and Dignostic Centre,Kazi Tola,Uttar Pradesh,Kannauj,209725,0,0
29078,,Chc Haseran,Haseran,Uttar Pradesh,Kannauj,209728,0,0
29079,,Chc Terwa,Umarda,Uttar Pradesh,Kannauj,209732,0,0
29080,,Chc Sakrawan,Saurikh,Uttar Pradesh,Kannauj,209747,0,0
29081,,Chc Pukhrayan,Akbarpur,Uttar Pradesh,Kanpur Dehat,209111,0,0
29082,,Pukhrayan Hospital,Ahrauli,Uttar Pradesh,Kanpur Dehat,209111,0,0
29083,,Chc Kakwan,Kakwan,Uttar Pradesh,Kanpur Dehat,209202,0,0
29084,,Chc Villor,Bilhaur,Uttar Pradesh,Kanpur Dehat,209202,0,0
29085,,Asha Hospital and Maternity Center,"Moosa Nagar Road, Ghatampur",Uttar Pradesh,Kanpur Dehat,209206,0,0
29086,,Chc Ghatampur,"Community Health Centre, Akbarpur",Uttar Pradesh,Kanpur Dehat,209206,0,0
29087,,Chc Bhitergaon,Bhitargaon,Uttar Pradesh,Kanpur Dehat,209209,0,0
29088,,Chc Derapur,Derapur,Uttar Pradesh,Kanpur Dehat,209301,0,0
29089,,Chc Jheenjak,Jhinjhak,Uttar Pradesh,Kanpur Dehat,209302,0,0
29090,,Asha Medical Centre,Rasoolabad,Uttar Pradesh,Kanpur Dehat,209306,0,0
29091,,Chc Rasoolabad,Rasulabad,Uttar Pradesh,Kanpur Dehat,209306,0,0
29092,,New Ashutosh Hospital,"Navipur, Akbarpur",Uttar Pradesh,Kanpur Dehat,209311,0,0
29093,,Maa Annapoorna Hospital,"Mungisapur, Kalpi Road",Uttar Pradesh,Kanpur Dehat,209312,0,0
29094,,Kd Hospital,"Kauru, Sandalpur",Uttar Pradesh,Kanpur Dehat,209715,0,0
29095,,Saral Nursing Home,"OppositeThana Chakeri, Lal Bangla",Uttar Pradesh,Kanpur Nagar,208007,0,www.saralnursinghome.com
29096,,Regency Hospital,"A-2, Sarvodaya Nagar",Uttar Pradesh,Kanpur Nagar,208005,0,www.regencyhospital.in
29097,,Mariampur Hospital,Shastri Nagar,Uttar Pradesh,Kanpur Nagar,208005,0,www.mariampurhospital.org
29098,,Dr. P.N.Mahendra Eye Institute and Khairabad Eye Hospital,Swaroop Nagar,Uttar Pradesh,Kanpur Nagar,208002,0,www.mahendraeyeinstitute.com
29099,,Chandni Hospital,"9/60, Arya Nagar",Uttar Pradesh,Kanpur Nagar,208002,0,www.chandnihospital.com
29100,,Kanpur Medical Centre,"120/500 (24), Lajpat Nagar",Uttar Pradesh,Kanpur Nagar,208005,0,www.kmcpvtltd.com
29101,,Brij Medical centre,"94-E, Panki, Near Panki Police Station",Uttar Pradesh,Kanpur Nagar,208020,0,http://www.bmchospital.in/
29102,,J.L.Rohatgi Hospital and Jawaharlal Rohatagi Smarak Netra Chikitsalaya,"Association For The Prevention 0f Blindness, G.T.Road, Sarvodaya Nagar",Uttar Pradesh,Kanpur Nagar,208020,0,http://www.jlrohatgihospital.org/
29103,,Excel Hospital,"14/138, Chunni Ganj",Uttar Pradesh,Kanpur Nagar,208020,0,www.excelhospitals.in
29104,,Madhuraj Nursing home,"113/121-A, Swaroop Nagar, Near Moti jheel, Opposite to Shivaji Gate",Uttar Pradesh,Kanpur Nagar,208020,0,www.madhurajhospital.com
